문서 번호,(구)파일명,확장자,이동 상태,최종 업로드일,담당자(부서),권한 정보,용량(MB),용량(MB),용량(KB),용량,Folder Path,,,,,,,,,,,,,,,,,,,,,
DOC00575,52101507 빌리프 슈퍼 드랍스-나이아신H 10% 30.png,.png,,2021. 2. 24,,,5.99,5.99,6135.90,6283158,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\,,,,,,,,,,,,,,,,,,,,,
DOC00576,52101570 빌리프 슈퍼 드랍스-비타민C 8% 30.png,.png,,2021. 2. 24,,,5.98,5.98,6124.42,6271408,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\,,,,,,,,,,,,,,,,,,,,,
DOC00577,52101572 빌리프 슈퍼 드랍스-PHA 5% 30.png,.png,,2021. 2. 24,,,5.97,5.97,6110.13,6256769,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\,,,,,,,,,,,,,,,,,,,,,
DOC00578,52101821_슈퍼 드랍스-히알루씨드 11% 30ml.png,.png,,2022. 5. 18,,,3.39,3.39,3469.96,3553234,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\,,,,,,,,,,,,,,,,,,,,,
DOC00579,52101822_슈퍼 드랍스-히알루씨드 워터 트리트먼트 150ml.png,.png,,2022. 5. 18,,,5.87,5.87,6009.82,6154059,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\,,,,,,,,,,,,,,,,,,,,,
DOC00580,0206_[빌리프] 슈퍼 드랍스-글로우 세럼 50ml_개입_Q 출고데이터.psd,.psd,,2024. 2. 6,,,25.11,25.11,25713.30,26330419,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\개입\,,,,,,,,,,,,,,,,,,,,,
DOC00581,0206_[빌리프] 슈퍼 드랍스-멀티7-히알루론 세럼 30ml_개입_Q 출고데이터.psd,.psd,,2024. 2. 6,,,24.99,24.99,25589.16,26203304,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\개입\,,,,,,,,,,,,,,,,,,,,,
DOC00582,0206_[빌리프] 슈퍼 드랍스-비타C 토닝 세럼 30ml_개입_Q 출고데이터고.psd,.psd,,2024. 2. 6,,,31.56,31.56,32319.52,33095185,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\개입\,,,,,,,,,,,,,,,,,,,,,
DOC00583,0206_[빌리프] 슈퍼 드랍스-펩타이드 퍼밍 세럼 30ml_개입_Q 출고데이터.psd,.psd,,2024. 2. 6,,,38.82,38.82,39753.01,40707081,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\개입\,,,,,,,,,,,,,,,,,,,,,
DOC00584,0206_[빌리프] 슈퍼 드랍스-글로우 세럼 50ml_개입_Q 출고데이터.jpg,.jpg,,2024. 2. 6,,,0.73,0.73,743.47,761314,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\개입\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00585,0206_[빌리프] 슈퍼 드랍스-멀티7-히알루론 세럼 30ml_개입_Q 출고데이터.jpg,.jpg,,2024. 2. 6,,,1.05,1.05,1078.68,1104569,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\개입\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00586,0206_[빌리프] 슈퍼 드랍스-비타C 토닝 세럼 30ml_개입_Q 출고데이터.jpg,.jpg,,2024. 2. 6,,,1.02,1.02,1047.36,1072492,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\개입\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00587,0206_[빌리프] 슈퍼 드랍스-펩타이드 퍼밍 세럼 30ml_개입_Q 출고데이터.jpg,.jpg,,2024. 2. 6,,,1.01,1.01,1031.70,1056456,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\개입\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00588,0206_[빌리프] 슈퍼 드랍스-멀티7-히알루론 세럼 6ml_Q 출고데이터.psd,.psd,,2024. 2. 6,,,10.82,10.82,11082.25,11348222,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\디럭스\,,,,,,,,,,,,,,,,,,,,,
DOC00589,0206_[빌리프] 슈퍼 드랍스-비타C 토닝 세럼 6ml_Q 출고데이터.psd,.psd,,2024. 2. 6,,,10.91,10.91,11171.84,11439968,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\디럭스\,,,,,,,,,,,,,,,,,,,,,
DOC00590,0206_[빌리프] 슈퍼 드랍스-펩타이드 퍼밍 세럼 6ml_Q 출고데이터.psd,.psd,,2024. 2. 6,,,11.17,11.17,11434.77,11709202,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\디럭스\,,,,,,,,,,,,,,,,,,,,,
DOC00591,0206_[빌리프] 슈퍼 드랍스-멀티7-히알루론 세럼 6ml_Q 출고데이터.jpg,.jpg,,2024. 2. 1,,,0.34,0.34,348.66,357029,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\디럭스\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00592,0206_[빌리프] 슈퍼 드랍스-비타C 토닝 세럼 6ml_Q 출고데이터.jpg,.jpg,,2024. 2. 1,,,0.31,0.31,321.57,329287,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\디럭스\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00593,0206_[빌리프] 슈퍼 드랍스-펩타이드 퍼밍 세럼 6ml_Q 출고데이터.jpg,.jpg,,2024. 2. 1,,,0.32,0.32,332.23,340208,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\디럭스\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00594,0206_[빌리프] 슈퍼 드랍스-글로우 세럼 50ml_세트컷_Q 출고데이터.psd,.psd,,2024. 2. 6,,,18.04,18.04,18474.49,18917878,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\세트\,,,,,,,,,,,,,,,,,,,,,
DOC00595,0206_[빌리프] 슈퍼 드랍스-멀티7-히알루론 세럼 30ml_세트컷_Q 출고데이터.psd,.psd,,2024. 2. 6,,,14.76,14.76,15117.33,15480143,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\세트\,,,,,,,,,,,,,,,,,,,,,
DOC00596,0206_[빌리프] 슈퍼 드랍스-비타C 토닝 세럼 30ml_세트컷_Q 출고데이터.psd,.psd,,2024. 2. 6,,,19.14,19.14,19603.36,20073838,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\세트\,,,,,,,,,,,,,,,,,,,,,
DOC00597,0206_[빌리프] 슈퍼 드랍스-펩타이드 퍼밍 세럼 30ml_세트컷_Q 출고데이터.psd,.psd,,2024. 2. 6,,,21.67,21.67,22186.67,22719153,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\세트\,,,,,,,,,,,,,,,,,,,,,
DOC00598,0206_[빌리프] 슈퍼 드랍스-글로우 세럼 50ml_세트컷_Q 출고데이터.jpg,.jpg,,2024. 2. 6,,,0.57,0.57,584.96,598998,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\세트\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00599,0206_[빌리프] 슈퍼 드랍스-멀티7-히알루론 세럼 30ml_세트컷_Q 출고데이터.jpg,.jpg,,2024. 2. 6,,,0.66,0.66,677.63,693896,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\세트\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00600,0206_[빌리프] 슈퍼 드랍스-비타C 토닝 세럼 30ml_세트컷_Q 출고데이터.jpg,.jpg,,2024. 2. 6,,,0.64,0.64,660.47,676320,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\세트\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00601,0206_[빌리프] 슈퍼 드랍스-펩타이드 퍼밍 세럼 30ml_세트컷_Q 출고데이터.jpg,.jpg,,2024. 2. 6,,,0.64,0.64,655.33,671053,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\세트\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00602,0206_[빌리프] 슈퍼 드랍스-글로우 세럼 50ml_Q 출고데이터.psd,.psd,,2024. 2. 1,,,77.78,77.78,79642.18,81553589,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\정품\,,,,,,,,,,,,,,,,,,,,,
DOC00603,0206_[빌리프] 슈퍼 드랍스-멀티7-히알루론 세럼 30ml_Q 출고데이터.psd,.psd,,2024. 2. 1,,,34.90,34.90,35737.65,36595354,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\정품\,,,,,,,,,,,,,,,,,,,,,
DOC00604,0206_[빌리프] 슈퍼 드랍스-비타C 토닝 세럼 30ml_Q 출고데이터.psd,.psd,,2024. 2. 1,,,28.41,28.41,29087.29,29785385,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\정품\,,,,,,,,,,,,,,,,,,,,,
DOC00605,0206_[빌리프] 슈퍼 드랍스-펩타이드 퍼밍 세럼 30ml_Q 출고데이터.psd,.psd,,2024. 2. 1,,,29.93,29.93,30650.98,31386604,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\정품\,,,,,,,,,,,,,,,,,,,,,
DOC00606,0206_[빌리프] 슈퍼 드랍스-글로우 세럼 50ml_Q 출고데이터.jpg,.jpg,,2024. 2. 1,,,0.47,0.47,476.68,488118,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\정품\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00607,0206_[빌리프] 슈퍼 드랍스-멀티7-히알루론 세럼 30ml_Q 출고데이터.jpg,.jpg,,2024. 2. 1,,,0.41,0.41,420.92,431017,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\정품\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00608,0206_[빌리프] 슈퍼 드랍스-비타C 토닝 세럼 30ml_Q 출고데이터.jpg,.jpg,,2024. 2. 1,,,0.41,0.41,415.22,425185,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\정품\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00609,0206_[빌리프] 슈퍼 드랍스-펩타이드 퍼밍 세럼 30ml_Q 출고데이터.jpg,.jpg,,2024. 2. 1,,,0.39,0.39,399.80,409400,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\슈퍼 드랍스\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\0206_[빌리프] 슈퍼드랍스 세럼 4종 누끼컷_Q 출고데이터\정품\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00610,52100622 빌리프 로즈젬마 컨센트레이트 오일 30ml.png,.png,,2021. 2. 24,,,8.04,8.04,8229.36,8426861,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\스페셜\,,,,,,,,,,,,,,,,,,,,,
DOC00611,52101093 빌리프 노즈샤인보이 블랙30.png,.png,,2021. 2. 24,,,3.60,3.60,3682.99,3771379,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\스페셜\,,,,,,,,,,,,,,,,,,,,,
DOC00612,52101315 빌리프 스트레스슈터-시카밤크림50.png,.png,,2021. 2. 25,,,56.40,56.40,57757.76,59143948,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\시카\,,,,,,,,,,,,,,,,,,,,,
DOC00613,52101373_스트레스 슈터-시카 밤 크림 리페어 50ml.png,.png,,2022. 5. 18,,,11.93,11.93,12218.84,12512093,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\시카\,,,,,,,,,,,,,,,,,,,,,
DOC00614,52101410 BF. 스트레스슈터-시카수딩토너200.png,.png,,2021. 2. 24,,,4.64,4.64,4746.36,4860276,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\시카\,,,,,,,,,,,,,,,,,,,,,
DOC00615,52101545(47)_시카밤 쿠션_구도컷(정면열린컷+쿠션).png,.png,,2022. 5. 18,,,14.19,14.19,14529.24,14877938,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\시카\,,,,,,,,,,,,,,,,,,,,,
DOC00616,52101545(47)_시카밤 쿠션_구도컷(측면열린컷+정측면+쿠션).png,.png,,2022. 5. 18,,,19.86,19.86,20331.76,20819727,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\시카\,,,,,,,,,,,,,,,,,,,,,
DOC00617,52101545(47)_시카밤 쿠션_누끼컷(정면).png,.png,,2022. 5. 18,,,4.48,4.48,4583.70,4693712,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\시카\,,,,,,,,,,,,,,,,,,,,,
DOC00618,52101545(47)_시카밤 쿠션_누끼컷(정측면).png,.png,,2022. 5. 18,,,9.16,9.16,9378.41,9603493,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\시카\,,,,,,,,,,,,,,,,,,,,,
DOC00619,52101591 빌리프 시카밤 쿠션_노마크 BB(정품).png,.png,,2021. 2. 24,,,7.20,7.20,7373.99,7550968,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\시카\,,,,,,,,,,,,,,,,,,,,,
DOC00620,52101591 빌리프 시카밤 쿠션_노마크 BB(정품)_열림+퍼프.png,.png,,2021. 2. 24,,,15.28,15.28,15649.40,16024982,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\시카\,,,,,,,,,,,,,,,,,,,,,
DOC00621,52101101 빌리프 아쿠아 밤 미스트.png,.png,,2021. 2. 24,,,12.25,12.25,12541.78,12842778,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00622,52101131_슬리핑 마스크 열린컷_전달용.png,.png,,2022. 5. 18,,,3.03,3.03,3105.76,3180302,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00623,52101131_아쿠아 밤 슬리핑 마스크 75.png,.png,,2022. 5. 18,,,0.40,0.40,411.08,420947,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00624,52101344 빌리프 아쿠아밤 클렌져 정품 160.png,.png,,2021. 2. 24,,,5.52,5.52,5647.94,5783486,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00625,52101437 빌리프 아쿠아밤 스마트 클렌징 오일밤100.png,.png,,2021. 2. 24,,,7.74,7.74,7928.62,8118902,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00626,52101453 빌리프 아쿠아밤 브라이트닝 앰플세럼50.png,.png,,2021. 2. 24,,,21.15,21.15,21657.97,22177763,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00627,52101454 빌리프 아쿠아밤 리파이닝 앰플세럼50.png,.png,,2021. 2. 24,,,21.42,21.42,21937.10,22463591,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00628,52101478 빌리프 아쿠아밤 비타워터크림50.png,.png,,2021. 2. 24,,,9.49,9.49,9714.72,9947872,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00629,52101738_더 트루 크림 아쿠아밤 50ml(21년리뉴얼_클린).png,.png,,2022. 5. 18,,,3.23,3.23,3304.72,3384030,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00630,52101738_더 트루 크림- 아쿠아 밤 껑열린컷_50ml (21년 클린버전).png,.png,,2022. 5. 18,,,24.63,24.63,25223.39,25828756,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\정품 누끼컷_PNG\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
